Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Mozart's Coffee Roasters,78703,03/10/2015,91,"3825 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.2952368858866, -97.7842378518647)",2800564,Routine Inspection
Mr. Catfish and More,78702,07/10/2015,85,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.2722115883852, -97.6980653554425)",10808945,Routine Inspection
Mr. Catfish and More,78702,05/28/2013,95,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.2722115883852, -97.6980653554425)",10808945,Routine Inspection
Mr. Catfish and More,78702,02/09/2015,89,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.2722115883852, -97.6980653554425)",10808945,Routine Inspection
Mr. Catfish and More,78702,07/30/2014,85,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.2722115883852, -97.6980653554425)",10808945,Routine Inspection
Mr. Gatti's,78734,03/18/2015,100,"3307 N FM 620 RD
AUSTIN, TX 78734
(30.3942356105251, -97.9334820669604)",2801793,Routine Inspection
Mr. Gatti's,78723,05/01/2014,83,"7525 E US 290 HWY
AUSTIN, TX 78723
(30.3238359857715, -97.6751891001211)",2800837,Routine Inspection
Mr. Gatti's,78723,08/05/2013,81,"7525 E US 290 HWY
AUSTIN, TX 78723
(30.3238359857715, -97.6751891001211)",2800837,Routine Inspection
Mr. Gatti's,78734,12/18/2014,100,"3307 N FM 620 RD
AUSTIN, TX 78734
(30.3942356105251, -97.9334820669604)",2801793,Routine Inspection
Mr. Gatti's,78723,10/28/2014,97,"7525 E US 290 HWY
AUSTIN, TX 78723
(30.3238359857715, -97.6751891001211)",2800837,Routine Inspection
Mr. Gatti's,78723,10/27/2015,91,"7525 E US 290 HWY
AUSTIN, TX 78723
(30.3238359857715, -97.6751891001211)",2800837,Routine Inspection
Mr. Gatti's,78734,09/16/2015,88,"3307 N FM 620 RD
AUSTIN, TX 78734
(30.3942356105251, -97.9334820669604)",2801793,Routine Inspection
Mr. Gatti's,78723,05/12/2015,87,"7525 E US 290 HWY
AUSTIN, TX 78723
(30.3238359857715, -97.6751891001211)",2800837,Routine Inspection
Mr. Gatti's,78660,08/22/2014,100,"1615 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.4556994191179, -97.659115176362)",2802961,Routine Inspection
Mr. Gatti's,78734,05/14/2013,97,"3307 N FM 620 RD
AUSTIN, TX 78734
(30.3942356105251, -97.9334820669604)",2801793,Routine Inspection
Mr. Gatti's,78660,06/09/2015,100,"1615 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.4556994191179, -97.659115176362)",2802961,Routine Inspection
Mr. Gatti's,78660,07/29/2013,95,"1615 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.4556994191179, -97.659115176362)",2802961,Routine Inspection
Mr. Gatti's,78734,07/31/2014,100,"3307 N FM 620 RD
AUSTIN, TX 78734
(30.3942356105251, -97.9334820669604)",2801793,Routine Inspection
Mr. Gatti's,78660,01/20/2015,100,"1615 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.4556994191179, -97.659115176362)",2802961,Routine Inspection
Mr. Gatti's,78660,01/30/2013,91,"1615 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.4556994191179, -97.659115176362)",2802961,Routine Inspection
Mr. Gatti's,78734,01/30/2014,100,"3307 N FM 620 RD
AUSTIN, TX 78734
(30.3942356105251, -97.9334820669604)",2801793,Routine Inspection
Mr. Gatti's,78660,02/24/2014,97,"1615 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.4556994191179, -97.659115176362)",2802961,Routine Inspection
Mr. Gatti's #102,78741,12/12/2014,78,"2410 E RIVERSIDE DR
AUSTIN, TX 78741
(30.2367861334477, -97.7242365427838)",2801948,Routine Inspection
Mr. Gatti's #102,78741,09/27/2013,84,"2410 E RIVERSIDE DR
AUSTIN, TX 78741
(30.2367861334477, -97.7242365427838)",2801948,Routine Inspection
Mr. Gatti's #102,78741,05/20/2015,93,"2410 E RIVERSIDE DR
AUSTIN, TX 78741
(30.2367861334477, -97.7242365427838)",2801948,Routine Inspection
Mr. Gatti's #102,78741,05/16/2014,89,"2410 E RIVERSIDE DR
AUSTIN, TX 78741
(30.2367861334477, -97.7242365427838)",2801948,Routine Inspection
Mr. Gatti's #102,78741,04/01/2013,92,"2410 E RIVERSIDE DR
AUSTIN, TX 78741
(30.2367861334477, -97.7242365427838)",2801948,Routine Inspection
Mr. Gatti's #105,78742,07/08/2013,94,"1555 E SH
AUSTIN, TX 78742
(30.2218927926679, -97.67411579045)",2801796,Routine Inspection
Mr. Gatti's #105,78742,01/04/2013,100,"1555 E SH
AUSTIN, TX 78742
(30.2218927926679, -97.67411579045)",2801796,Routine Inspection
Mr. Gatti's #105,78742,03/17/2015,90,"1555 E SH
AUSTIN, TX 78742
(30.2218927926679, -97.67411579045)",2801796,Routine Inspection
Mr. Gatti's #105,78742,03/31/2014,91,"1555 E SH
AUSTIN, TX 78742
(30.2218927926679, -97.67411579045)",2801796,Routine Inspection
Mr. Gatti's #105,78742,09/21/2015,79,"1555 E SH
AUSTIN, TX 78742
(30.2218927926679, -97.67411579045)",2801796,Routine Inspection
Mr. Gatti's #105,78742,10/03/2014,79,"1555 E SH
AUSTIN, TX 78742
(30.2218927926679, -97.67411579045)",2801796,Routine Inspection
Mr. Gatti's #110,78757,09/30/2014,96,"2931 W ANDERSON LN
AUSTIN, TX 78757
(30.3596391772076, -97.7389180833068)",2801638,Routine Inspection
Mr. Gatti's #110,78757,02/24/2015,100,"2931 W ANDERSON LN
AUSTIN, TX 78757
(30.3596391772076, -97.7389180833068)",2801638,Routine Inspection
Mr. Gatti's #110,78757,04/02/2014,100,"2931 W ANDERSON LN
AUSTIN, TX 78757
(30.3596391772076, -97.7389180833068)",2801638,Routine Inspection
Mr. Gatti's #110,78757,06/28/2013,92,"2931 W ANDERSON LN
AUSTIN, TX 78757
(30.3596391772076, -97.7389180833068)",2801638,Routine Inspection
Mr. Gatti's #110,78757,08/28/2015,94,"2931 W ANDERSON LN
AUSTIN, TX 78757
(30.3596391772076, -97.7389180833068)",2801638,Routine Inspection
Mr. Gatti's #112,78745,12/10/2013,82,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.1906165904598, -97.7722984751841)",2801954,Routine Inspection
Mr. Gatti's #112,78745,01/08/2015,97,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.1906165904598, -97.7722984751841)",2801954,Routine Inspection
Mr. Gatti's #112,78745,02/11/2013,85,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.1906165904598, -97.7722984751841)",2801954,Routine Inspection
Mr. Gatti's #112,78745,06/19/2015,97,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.1906165904598, -97.7722984751841)",2801954,Routine Inspection
Mr. Gatti's #112,78745,06/24/2014,87,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.1906165904598, -97.7722984751841)",2801954,Routine Inspection
Mr. Gatti's #116,78731,06/20/2014,93,"3720 FAR WEST BLVD
AUSTIN, TX 78731
(30.3557753751106, -97.7570863418023)",2801637,Routine Inspection
Mr. Gatti's #116,78731,12/11/2014,97,"3720 FAR WEST BLVD
AUSTIN, TX 78731
(30.3557753751106, -97.7570863418023)",2801637,Routine Inspection
Mr. Gatti's #116,78731,10/15/2015,95,"3720 FAR WEST BLVD
AUSTIN, TX 78731
(30.3557753751106, -97.7570863418023)",2801637,Routine Inspection
Mr. Gatti's #116,78731,07/12/2013,94,"3720 FAR WEST BLVD
AUSTIN, TX 78731
(30.3557753751106, -97.7570863418023)",2801637,Routine Inspection
Mr. Gatti's #116,78731,04/16/2015,97,"3720 FAR WEST BLVD
AUSTIN, TX 78731
(30.3557753751106, -97.7570863418023)",2801637,Routine Inspection
Mr. Gatti's #118,78758,05/16/2014,93,"2121 W PARMER LN
AUSTIN, TX 78758
(30.4156492665878, -97.6975693977237)",2801996,Routine Inspection
Mr. Gatti's #118,78758,12/03/2013,92,"2121 W PARMER LN
AUSTIN, TX 78758
(30.4156492665878, -97.6975693977237)",2801996,Routine Inspection
Mr. Gatti's #118,78758,11/03/2014,100,"2121 W PARMER LN
AUSTIN, TX 78758
(30.4156492665878, -97.6975693977237)",2801996,Routine Inspection
Mr. Gatti's #118,78758,08/07/2015,97,"2121 W PARMER LN
AUSTIN, TX 78758
(30.4156492665878, -97.6975693977237)",2801996,Routine Inspection
Mr. Gatti's #118,78758,04/02/2015,94,"2121 W PARMER LN
AUSTIN, TX 78758
(30.4156492665878, -97.6975693977237)",2801996,Routine Inspection
Mr. Gatti's #118,78758,06/21/2013,91,"2121 W PARMER LN
AUSTIN, TX 78758
(30.4156492665878, -97.6975693977237)",2801996,Routine Inspection
Mr. Gatti's #152,78705,06/11/2013,93,"3711 GUADALUPE ST
AUSTIN, TX 78705
(30.3022709206774, -97.7380355241004)",2800464,Routine Inspection
Mr. Gatti's #152,78705,06/22/2014,100,"3711 GUADALUPE ST
AUSTIN, TX 78705
(30.3022709206774, -97.7380355241004)",2800464,Routine Inspection
Mr. Gatti's #152,78705,08/07/2015,97,"3711 GUADALUPE ST
AUSTIN, TX 78705
(30.3022709206774, -97.7380355241004)",2800464,Routine Inspection
Mr. Gatti's #152,78705,12/06/2012,97,"3711 GUADALUPE ST
AUSTIN, TX 78705
(30.3022709206774, -97.7380355241004)",2800464,Routine Inspection
Mr. Gatti's #152,78705,12/08/2014,93,"3711 GUADALUPE ST
AUSTIN, TX 78705
(30.3022709206774, -97.7380355241004)",2800464,Routine Inspection
Mr. Gatti's #152,78705,01/03/2014,100,"3711 GUADALUPE ST
AUSTIN, TX 78705
(30.3022709206774, -97.7380355241004)",2800464,Routine Inspection
Mr. Gatti's #152,78705,05/12/2015,100,"3711 GUADALUPE ST
AUSTIN, TX 78705
(30.3022709206774, -97.7380355241004)",2800464,Routine Inspection
Mr. Gatti's #153,78704,07/15/2013,89,"2614 S LAMAR BLVD
AUSTIN, TX 78704
(30.2459773767736, -97.7796654182819)",2800220,Routine Inspection
Mr. Gatti's #153,78704,01/07/2015,81,"2614 S LAMAR BLVD
AUSTIN, TX 78704
(30.2459773767736, -97.7796654182819)",2800220,Routine Inspection
Mr. Gatti's #153,78704,01/13/2014,89,"2614 S LAMAR BLVD
AUSTIN, TX 78704
(30.2459773767736, -97.7796654182819)",2800220,Routine Inspection
Mr. Gatti's #153,78704,01/16/2013,90,"2614 S LAMAR BLVD
AUSTIN, TX 78704
(30.2459773767736, -97.7796654182819)",2800220,Routine Inspection
Mr. Gatti's #153,78704,06/03/2015,85,"2614 S LAMAR BLVD
AUSTIN, TX 78704
(30.2459773767736, -97.7796654182819)",2800220,Routine Inspection
Mr. Gatti's #153,78704,07/11/2014,97,"2614 S LAMAR BLVD
AUSTIN, TX 78704
(30.2459773767736, -97.7796654182819)",2800220,Routine Inspection
Mr. Gatti's #164,78745,04/24/2013,97,"6800 WEST GATE BLVD
AUSTIN, TX 78745
(30.2091697076532, -97.8159068076019)",2801583,Routine Inspection
Mr. Gatti's #164,78745,06/23/2015,94,"6800 WEST GATE BLVD
AUSTIN, TX 78745
(30.2091697076532, -97.8159068076019)",2801583,Routine Inspection
Mr. Gatti's #164,78745,07/07/2014,97,"6800 WEST GATE BLVD
AUSTIN, TX 78745
(30.2091697076532, -97.8159068076019)",2801583,Routine Inspection
Mr. Gatti's #164,78745,11/01/2013,100,"6800 WEST GATE BLVD
AUSTIN, TX 78745
(30.2091697076532, -97.8159068076019)",2801583,Routine Inspection
Mr. Gatti's #164,78745,01/20/2015,97,"6800 WEST GATE BLVD
AUSTIN, TX 78745
(30.2091697076532, -97.8159068076019)",2801583,Routine Inspection
Mr. Gatti's Delivery #162,78748,04/24/2014,93,"12110 MANCHACA RD
AUSTIN, TX 78748
(30.1423892491192, -97.8339597470167)",2801608,Routine Inspection
Mr. Gatti's Delivery #162,78748,03/16/2015,89,"12110 MANCHACA RD
AUSTIN, TX 78748
(30.1423892491192, -97.8339597470167)",2801608,Routine Inspection
Mr. Gatti's Delivery #162,78748,04/29/2013,97,"12110 MANCHACA RD
AUSTIN, TX 78748
(30.1423892491192, -97.8339597470167)",2801608,Routine Inspection
Mr. Gatti's Delivery #162,78748,09/16/2015,89,"12110 MANCHACA RD
AUSTIN, TX 78748
(30.1423892491192, -97.8339597470167)",2801608,Routine Inspection
Mr. Gatti's Delivery #162,78748,10/06/2014,89,"12110 MANCHACA RD
AUSTIN, TX 78748
(30.1423892491192, -97.8339597470167)",2801608,Routine Inspection
Mr. Gatti's Delivery #162,78748,10/29/2013,93,"12110 MANCHACA RD
AUSTIN, TX 78748
(30.1423892491192, -97.8339597470167)",2801608,Routine Inspection
Mr. Natural,78704,11/10/2014,77,"2414 S LAMAR BLVD
AUSTIN, TX 78704
(30.2472672430507, -97.7775262845982)",2802068,Routine Inspection
Mr. Natural,78702,03/17/2015,81,"1901 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.2569680653299, -97.724514552957)",2800486,1st Follow Up to Routine of 50 - 69
Mr. Natural,78704,04/08/2013,72,"2414 S LAMAR BLVD
AUSTIN, TX 78704
(30.2472672430507, -97.7775262845982)",2802068,Routine Inspection
Mr. Natural,78704,04/21/2014,87,"2414 S LAMAR BLVD
AUSTIN, TX 78704
(30.2472672430507, -97.7775262845982)",2802068,Routine Inspection
Mr. Natural,78704,04/30/2015,71,"2414 S LAMAR BLVD
AUSTIN, TX 78704
(30.2472672430507, -97.7775262845982)",2802068,Routine Inspection
Mr. Natural,78702,06/24/2013,78,"1901 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.2569680653299, -97.724514552957)",2800486,Routine Inspection
Mr. Natural,78702,08/04/2015,78,"1901 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.2569680653299, -97.724514552957)",2800486,Routine Inspection
Mr. Natural,78702,09/22/2014,83,"1901 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.2569680653299, -97.724514552957)",2800486,Routine Inspection
Mr. Natural,78704,10/21/2013,83,"2414 S LAMAR BLVD
AUSTIN, TX 78704
(30.2472672430507, -97.7775262845982)",2802068,Routine Inspection
Mr. Natural,78704,10/27/2015,88,"2414 S LAMAR BLVD
AUSTIN, TX 78704
(30.2472672430507, -97.7775262845982)",2802068,Routine Inspection
Mr. Natural,78702,12/31/2012,84,"1901 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.2569680653299, -97.724514552957)",2800486,Routine Inspection
Mr. Natural,78702,01/28/2014,80,"1901 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.2569680653299, -97.724514552957)",2800486,Routine Inspection
Mr. Natural,78702,02/26/2015,65,"1901 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.2569680653299, -97.724514552957)",2800486,Routine Inspection
Mrs. Johnson's Bakery,78751,12/20/2012,91,"4909 AIRPORT BLVD
AUSTIN, TX 78751
(30.3101181355834, -97.7152007534158)",2800965,Routine Inspection
Mrs. Johnson's Bakery,78751,03/12/2014,92,"4909 AIRPORT BLVD
AUSTIN, TX 78751
(30.3101181355834, -97.7152007534158)",2800965,Routine Inspection
Mrs. Johnson's Bakery,78751,08/18/2015,100,"4909 AIRPORT BLVD
AUSTIN, TX 78751
(30.3101181355834, -97.7152007534158)",2800965,Routine Inspection
Mrs. Johnson's Bakery,78751,08/28/2013,90,"4909 AIRPORT BLVD
AUSTIN, TX 78751
(30.3101181355834, -97.7152007534158)",2800965,Routine Inspection
Mrs. Johnson's Bakery,78751,09/09/2014,84,"4909 AIRPORT BLVD
AUSTIN, TX 78751
(30.3101181355834, -97.7152007534158)",2800965,Routine Inspection
Mrs. Johnson's Bakery,78751,03/09/2015,83,"4909 AIRPORT BLVD
AUSTIN, TX 78751
(30.3101181355834, -97.7152007534158)",2800965,Routine Inspection
Mr. Zip #601,78749,03/20/2015,93,"6511 BRUSH COUNTRY RD
AUSTIN, TX 78749
(30.2237485207543, -97.8397830395994)",10926733,Routine Inspection
Mr. Zip #601,78749,08/27/2015,93,"6511 BRUSH COUNTRY RD
AUSTIN, TX 78749
(30.2237485207543, -97.8397830395994)",10926733,Routine Inspection
Mr. Zip #601,78749,10/07/2014,93,"6511 BRUSH COUNTRY RD
AUSTIN, TX 78749
(30.2237485207543, -97.8397830395994)",10926733,Routine Inspection
Mr. Zip #601,78749,03/11/2014,88,"6511 BRUSH COUNTRY RD
AUSTIN, TX 78749
(30.2237485207543, -97.8397830395994)",10926733,Routine Inspection
Mr. Zip #603,78704,10/31/2014,97,"3909 S CONGRESS AVE
AUSTIN, TX 78704
(30.2233886919317, -97.7626008375625)",10926735,Routine Inspection
Mr. Zip #603,78704,04/14/2015,90,"3909 S CONGRESS AVE
AUSTIN, TX 78704
(30.2233886919317, -97.7626008375625)",10926735,Routine Inspection
Mr. Zip #603,78704,05/13/2014,94,"3909 S CONGRESS AVE
AUSTIN, TX 78704
(30.2233886919317, -97.7626008375625)",10926735,Routine Inspection
Mr. Zip #603,78704,09/17/2015,93,"3909 S CONGRESS AVE
AUSTIN, TX 78704
(30.2233886919317, -97.7626008375625)",10926735,Routine Inspection
Mr. Zip #603,78704,11/08/2013,92,"3909 S CONGRESS AVE
AUSTIN, TX 78704
(30.2233886919317, -97.7626008375625)",10926735,Routine Inspection
Ms. Doughnuts,78726,11/13/2014,100,"10601 N FM 620 RD
AUSTIN, TX 78726
(30.4442197625478, -97.8321458078626)",10594675,Routine Inspection
Ms. Doughnuts,78726,06/30/2014,100,"10601 N FM 620 RD
AUSTIN, TX 78726
(30.4442197625478, -97.8321458078626)",10594675,Routine Inspection
Ms. Doughnuts,78726,04/16/2015,96,"10601 N FM 620 RD
AUSTIN, TX 78726
(30.4442197625478, -97.8321458078626)",10594675,Routine Inspection
Ms. Doughnuts,78726,01/28/2014,100,"10601 N FM 620 RD
AUSTIN, TX 78726
(30.4442197625478, -97.8321458078626)",10594675,Routine Inspection
Ms. Doughnuts,78726,10/02/2015,90,"10601 N FM 620 RD
AUSTIN, TX 78726
(30.4442197625478, -97.8321458078626)",10594675,Routine Inspection
Ms. Doughnuts,78726,07/25/2013,97,"10601 N FM 620 RD
AUSTIN, TX 78726
(30.4442197625478, -97.8321458078626)",10594675,Routine Inspection
MTM Indian Foods,78717,10/22/2015,92,"9225 W PARMER LN
AUSTIN, TX 78717
(30.4781761182394, -97.7661529752587)",10626866,Routine Inspection
MTM Indian Foods,78717,05/19/2014,89,"9225 W PARMER LN
AUSTIN, TX 78717
(30.4781761182394, -97.7661529752587)",10626866,Routine Inspection
MTM Indian Foods,78717,04/22/2015,92,"9225 W PARMER LN
AUSTIN, TX 78717
(30.4781761182394, -97.7661529752587)",10626866,Routine Inspection
MTM Indian Foods,78717,11/18/2014,92,"9225 W PARMER LN
AUSTIN, TX 78717
(30.4781761182394, -97.7661529752587)",10626866,Routine Inspection
MTM Indian Foods,78717,06/13/2013,93,"9225 W PARMER LN
AUSTIN, TX 78717
(30.4781761182394, -97.7661529752587)",10626866,Routine Inspection
Mt. Playmore,78753,06/11/2015,85,"13609 N IH
AUSTIN, TX 78753
(30.4226038686102, -97.6702299648893)",11182637,Routine Inspection
Mt. Playmore,78753,02/12/2015,85,"13609 N IH
AUSTIN, TX 78753
(30.4226038686102, -97.6702299648893)",11182637,Routine Inspection
Mt Sinai Baptist Church,78723,02/05/2015,97,"5900 CAMERON RD
AUSTIN, TX 78723
(30.3170806093909, -97.700357760474)",2800794,Routine Inspection
Mt Sinai Baptist Church,78723,05/07/2013,87,"5900 CAMERON RD
AUSTIN, TX 78723
(30.3170806093909, -97.700357760474)",2800794,Routine Inspection
Mt Sinai Baptist Church,78723,11/27/2013,100,"5900 CAMERON RD
AUSTIN, TX 78723
(30.3170806093909, -97.700357760474)",2800794,Routine Inspection
Mt Sinai Baptist Church,78723,08/12/2015,97,"5900 CAMERON RD
AUSTIN, TX 78723
(30.3170806093909, -97.700357760474)",2800794,Routine Inspection
Mt Sinai Baptist Church,78723,07/25/2014,94,"5900 CAMERON RD
AUSTIN, TX 78723
(30.3170806093909, -97.700357760474)",2800794,Routine Inspection
MT Supermarket,78753,11/04/2014,89,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.3783047273157, -97.687738630566)",2804055,Routine Inspection
MT Supermarket,78753,03/05/2013,80,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.3783047273157, -97.687738630566)",2804055,Routine Inspection
MT Supermarket,78753,05/06/2014,80,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.3783047273157, -97.687738630566)",2804055,Routine Inspection
MT Supermarket,78753,10/06/2015,86,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.3783047273157, -97.687738630566)",2804055,Routine Inspection
MT Supermarket,78753,03/16/2015,71,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.3783047273157, -97.687738630566)",2804055,Routine Inspection
MT Supermarket,78753,10/10/2013,80,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.3783047273157, -97.687738630566)",2804055,Routine Inspection
MT Supermarket - Meat/Seafood,78753,03/16/2015,97,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.3783047273157, -97.687738630566)",10001446,Routine Inspection
MT Supermarket - Meat/Seafood,78753,03/05/2013,93,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.3783047273157, -97.687738630566)",10001446,Routine Inspection
MT Supermarket - Meat/Seafood,78753,10/06/2015,94,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.3783047273157, -97.687738630566)",10001446,Routine Inspection
MT Supermarket - Meat/Seafood,78753,10/10/2013,85,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.3783047273157, -97.687738630566)",10001446,Routine Inspection
MT Supermarket - Meat/Seafood,78753,09/15/2014,87,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.3783047273157, -97.687738630566)",10001446,Routine Inspection
Muangthai Thai Cuisine,78717,04/29/2014,76,"13945 N US 183 HWY
AUSTIN, TX 78717
(30.4710644321715, -97.7964444432355)",10246937,Routine Inspection
Muangthai Thai Cuisine,78717,06/09/2015,85,"13945 N US 183 HWY
AUSTIN, TX 78717
(30.4710644321715, -97.7964444432355)",10246937,Routine Inspection
Muangthai Thai Cuisine,78717,12/02/2014,70,"13945 N US 183 HWY
AUSTIN, TX 78717
(30.4710644321715, -97.7964444432355)",10246937,Routine Inspection
Muangthai Thai Cuisine,78717,03/19/2013,78,"13945 N US 183 HWY
AUSTIN, TX 78717
(30.4710644321715, -97.7964444432355)",10246937,Routine Inspection
Muchos,78758,08/22/2014,97,"8700 N LAMAR BLVD
AUSTIN, TX 78758
(30.3559700172441, -97.7027252883465)",10490833,Routine Inspection
Muchos,78758,02/17/2015,94,"8700 N LAMAR BLVD
AUSTIN, TX 78758
(30.3559700172441, -97.7027252883465)",10490833,Routine Inspection
Muchos,78758,05/09/2013,100,"8700 N LAMAR BLVD
AUSTIN, TX 78758
(30.3559700172441, -97.7027252883465)",10490833,Routine Inspection
Muchos,78758,06/30/2014,91,"8700 N LAMAR BLVD
AUSTIN, TX 78758
(30.3559700172441, -97.7027252883465)",10490833,Routine Inspection
Muchos,78758,07/06/2015,100,"8700 N LAMAR BLVD
AUSTIN, TX 78758
(30.3559700172441, -97.7027252883465)",10490833,Routine Inspection
Muchos,78758,12/02/2013,97,"8700 N LAMAR BLVD
AUSTIN, TX 78758
(30.3559700172441, -97.7027252883465)",10490833,Routine Inspection
Mucho's,78752,02/18/2014,84,"7509 N IH
AUSTIN, TX 78752
(30.3358562111056, -97.7013573923509)",2803912,Routine Inspection
Mucho's,78752,01/03/2013,97,"7509 N IH
AUSTIN, TX 78752
(30.3358562111056, -97.7013573923509)",2803912,Routine Inspection
Mucho's,78752,02/06/2015,91,"7509 N IH
AUSTIN, TX 78752
(30.3358562111056, -97.7013573923509)",2803912,Routine Inspection
Mucho's,78752,08/09/2013,93,"7509 N IH
AUSTIN, TX 78752
(30.3358562111056, -97.7013573923509)",2803912,Routine Inspection
Mucho's,78752,08/17/2015,97,"7509 N IH
AUSTIN, TX 78752
(30.3358562111056, -97.7013573923509)",2803912,Routine Inspection
Mucho's,78752,08/22/2014,97,"7509 N IH
AUSTIN, TX 78752
(30.3358562111056, -97.7013573923509)",2803912,Routine Inspection
Muchos Imports#2,78741,12/26/2013,97,"1723 E OLTORF ST
AUSTIN, TX 78741
(30.2326394901706, -97.7383618077618)",2803619,Routine Inspection
Muchos Imports#2,78741,01/02/2015,82,"1723 E OLTORF ST
AUSTIN, TX 78741
(30.2326394901706, -97.7383618077618)",2803619,Routine Inspection
Muchos Imports#2,78741,05/30/2013,91,"1723 E OLTORF ST
AUSTIN, TX 78741
(30.2326394901706, -97.7383618077618)",2803619,Routine Inspection
Muchos Imports#2,78741,06/02/2015,89,"1723 E OLTORF ST
AUSTIN, TX 78741
(30.2326394901706, -97.7383618077618)",2803619,Routine Inspection
Muchos Imports#2,78741,06/25/2014,88,"1723 E OLTORF ST
AUSTIN, TX 78741
(30.2326394901706, -97.7383618077618)",2803619,Routine Inspection
Muchos Imports#2,78741,11/28/2012,83,"1723 E OLTORF ST
AUSTIN, TX 78741
(30.2326394901706, -97.7383618077618)",2803619,Routine Inspection
Muchos Imports #3,78702,11/21/2013,94,"2314 E 7TH ST
AUSTIN, TX 78702
(30.261391302098, -97.7160246313546)",10810262,Routine Inspection
Muchos Imports #3,78702,10/28/2014,91,"2314 E 7TH ST
AUSTIN, TX 78702
(30.261391302098, -97.7160246313546)",10810262,Routine Inspection
Muchos Imports #3,78702,08/11/2015,88,"2314 E 7TH ST
AUSTIN, TX 78702
(30.261391302098, -97.7160246313546)",10810262,Routine Inspection
Muchos Imports #3,78702,05/24/2013,97,"2314 E 7TH ST
AUSTIN, TX 78702
(30.261391302098, -97.7160246313546)",10810262,Routine Inspection
Muchos Imports #3,78702,05/23/2014,90,"2314 E 7TH ST
AUSTIN, TX 78702
(30.261391302098, -97.7160246313546)",10810262,Routine Inspection
Muchos Imports #3,78702,03/18/2015,84,"2314 E 7TH ST
AUSTIN, TX 78702
(30.261391302098, -97.7160246313546)",10810262,Routine Inspection
Mugshots,78701,07/10/2014,83,"407 E 7TH ST
AUSTIN, TX 78701
(30.2676688481581, -97.7385815220245)",2801909,Routine Inspection
Mugshots,78701,02/20/2013,86,"407 E 7TH ST
AUSTIN, TX 78701
(30.2676688481581, -97.7385815220245)",2801909,Routine Inspection
Mugshots,78701,02/19/2015,94,"407 E 7TH ST
AUSTIN, TX 78701
(30.2676688481581, -97.7385815220245)",2801909,Routine Inspection
Mugshots,78701,09/10/2015,94,"407 E 7TH ST
AUSTIN, TX 78701
(30.2676688481581, -97.7385815220245)",2801909,Routine Inspection
Mulberry,78701,03/19/2014,71,"360 NUECES ST
AUSTIN, TX 78701
(30.2676614239091, -97.7496223899263)",10130978,Routine Inspection
Mulberry,78701,06/10/2015,93,"360 NUECES ST
AUSTIN, TX 78701
(30.2676614239091, -97.7496223899263)",10130978,Routine Inspection
Mulberry,78701,11/07/2014,75,"360 NUECES ST
AUSTIN, TX 78701
(30.2676614239091, -97.7496223899263)",10130978,Routine Inspection
Mulberry,78701,02/06/2013,73,"360 NUECES ST
AUSTIN, TX 78701
(30.2676614239091, -97.7496223899263)",10130978,Routine Inspection
Murchison Middle School,78731,09/25/2014,100,"3700 NORTH HILLS DR
AUSTIN, TX 78731
(30.3541068335887, -97.758364553235)",2800443,Routine Inspection
Murchison Middle School,78731,08/29/2013,100,"3700 NORTH HILLS DR
AUSTIN, TX 78731
(30.3541068335887, -97.758364553235)",2800443,Routine Inspection
